,date,comments,likes,text
143,23/08/2021,50,4380,"Уолтер Шлосс был одним из самых успешных инвесторов в истории, но за пределами сообщества стоимостных инвесторов о нем мало кто знает. На протяжении почти полувека его фонд превосходил рынок, за что Уоррен Баффет называл его «суперинвестором»

#РБК #рбк_новости #rbc #статья"
144,23/08/2021,270,7997,"Бывший министр связи Афганистана Сайед Ахмад Шат Саадат нашел себе работу в качестве курьера в Лейпциге. Об этом узнали журналисты из местной газеты Leipziger Volkszeitung.
⠀
Министр уехал из Афганистана в Германию в декабре 2020 года. Как рассказал изданию сам Саадат, когда у него закончились сбережения, он начал искать работу. Сегодня экс-министр зарабатывает себе на жизнь тем, что развозит еду и напитки в службе доставки Lieferando. Но однажды он мечтает устроиться в Telekom (германская телекоммуникационная компания, крупнейшая в Европе и третья в мире по размеру)
⠀
#РБК #рбк_новости #rbc #новости"
145,22/08/2021,89,10463,"22 августа 101 год назад родился американский писатель-фантаст Рэй Брэдбери. Он известен по антиутопии «451 градус по Фаренгейту», циклу рассказов «Марсианские хроники» и частично автобиографической повести «Вино из одуванчиков». Собрали яркие высказывания писателя"
146,22/08/2021,118,2902,"Медвежата машут дальнобойщикам, собака помогает вытолкать автомобиль, а «Тульский пряник» стал официальным сотрудником МЧС. Новости недели без экономики и политики ― в карточках РБК"
147,21/08/2021,88,6396,"Один из главных мошенников XX века «Граф» Люстиг умудрился выманить у Аль Капоне $5 тыс. и продать Эйфелеву башню как металлолом. Какие заповеди он использовал, чтобы очаровать собеседников и заслужить авторитет в их глазах ― читайте в карточках РБК Pro

#РБК #рбк_новости #rbc #статья"
148,21/08/2021,89,6521,💻🎉
149,20/08/2021,284,3562,"Канцлер ФРГ Ангела Меркель прилетела в Россию с последним визитом. Осенью в Германии пройдут парламентские выборы, после них Меркель обещала не выдвигаться в канцлеры страны снова.
⠀
Переговоры глав двух стран продлились три часа. После состоялась пресс-конференция. Публикуем ее итоги."
150,20/08/2021,235,2044,"Телеканал «Дождь» и юрлицо издания «Важные истории» Istories fonds, зарегистрированное в Латвии, признаны иноагентами. В пятницу их названия появились в списке СМИ-иноагентов Минюста.
⠀
В реестр СМИ-иноагентов также внесены:
главред «Важных историй» Роман Анин,
Степан Петров,
Олеся Шмагун,
Алеся Мароховская,
Ирина Долинина,
Роман Шлейнов,
Роман Анин,
Дмитрий Великовский."
151,20/08/2021,298,6120,"В Кабуле не прекращаются попытки местных жителей попасть на территорию аэропорта, подконтрольную американским военным. Среди них много женщин и детей.
⠀
Солдаты Соединенных штатов помогают некоторым из них перебраться через ограждения."
152,20/08/2021,189,3018,🤖
153,19/08/2021,153,3054,"Даже с небольшой суммой можно стать инвестором. Пусть вам не будут доступны все инструменты на бирже, но собрать хороший портфель вы все-таки сможете. @rbc_investments рассказали, во что можно инвестировать, если у вас есть ₽10 тыс."
154,18/08/2021,194,9308,"Чтобы избежать стресса, Марк Цукерберг всегда носит одну и ту же одежду, Тим Кук встает в 4 утра, а Джефф Безос много смеется. Рассказываем, как известные бизнесмены справляются с напряжением"
155,18/08/2021,110,4852,"Что главное в бизнесе? Искать ответ на этот вопрос можно бесконечно. 

Мы — ищем. В наших архивах 2018 года нашли мнение Владимира Седова, основателя «Асконы», одного из крупнейших в Европе ритейлеров товаров для здорового сна. Тогда в интервью РБК он поделился своими мыслями на этот счет. 

Ставьте лайк и делитесь этим видео, поддержите наш новый формат 🤝"
156,18/08/2021,414,10479,"Основатель Тинькофф Банка Олег Тиньков за день разбогател почти на $178 млн благодаря резкому росту капитализации головной компании банка TCS Group.

Стоимость депозитарных расписок TCS Group на момент закрытия торгов на Лондонской бирже 17 августа достигла $100,55 за штуку. Одна депозитарная расписка компании в Москве на максимуме торговалась по цене 7421,8 руб. — это исторический рекорд. Капитализация компании достигла рекордных $20 млрд.

Основным инвестором компании является семейный траст Олега Тинькова примерно с 35% акций. С учетом общего количества бумаг капитализация TCS Group за день выросла более чем на $508 млн, принеся самому Тинькову, соответственно, почти $178 млн.

#РБК #рбк_новости #rbc #новости #ОлегТиньков"
157,17/08/2021,84,2870,"Футурологи считают, что технологии становятся новой религией. Но кто продвигает их среди людей и за какие навыки компании готовы платить именно столько? О профессии, в которой совмещены технические навыки и умение работать с людьми, — в карточках РБК Трендов
⠀
#рбк #rbc #рбк_тренды"
158,17/08/2021,351,6263,"Приход к власти в Афганистане террористического движения «Талибан» (запрещен на территории России) создает сразу несколько угроз в регионе. РБК разбирался, чего стоит опасаться соседним странам и всему миру

#РБК #рбк_новости #rbc #новости"
159,17/08/2021,792,8085,"Опытный образец легкого транспортного самолета нового поколения Ил-112В разбился во время полета в Подмосковье. Серийное производство этих машин планируется начать в 2023 году на Воронежском заводе.

По данным источников агентств, авария произошла во время захода на посадку на аэродром в Кубинке.  Летчики погибли. 

Погибший экипаж: герой России Николай Куимов, летчик-испытатель 1-го класса Дмитрий Комаров, бортинженер-испытатель 1-го класса Николай Хлудеев."
160,16/08/2021,669,3192,"Посол России в Афганистане Дмитрий Жирнов планирует встретиться с представителями «Талибана» (запрещенной в России террористической организации), чтобы обсудить безопасность деятельности российской дипмиссии.

#РБК #рбк_новости #rbc #новости"
161,16/08/2021,48,3452,"Часто конфликты между основателями компании возникают из-за того, что нет четких договоренностей по важным вопросам совместной деятельности. Что именно стоит обсудить ― читайте в карточках РБК Pro

#РБК #рбк_новости #rbc #статья"
162,16/08/2021,466,5235,"В воскресенье, 15 августа, силы «Талибана» (организация объявлена террористической и запрещена в России) начали наступление на Кабул, столицу Афганистана. К утру 16 августа талибы взяли под контроль большую часть города. 

Особым местом стал аэродром, куда прибыли тысячи горожан в надежде улететь. На видео видно, как некоторые цепляются за шасси военного самолета США. Позже очевидцы сняли падающих вниз афганцев. 

Что происходило в Кабуле вчера, и что происходит сейчас — в видео РБК.

Ставьте лайк и делитесь этим видео 🤝"
163,16/08/2021,276,3745,"Сколько потеряли перевозчики из-за временного запрета на полеты в Турцию, почему идея пускать на борт только привитых — плохая и усилится ли конкуренция среди лоукостеров в России? Об этом в интервью РБК рассказал глава «Победы» Андрей Калмыков.
⠀
Полную версию читайте по ссылке в шапке профиля
⠀
#РБК #рбк_новости #rbc #интервью"
164,15/08/2021,358,4758,"Движение «Талибан» (признано террористическим и запрещено в России) объявило, что установило контроль над всей территорией Афганистана, сообщает Al Arabiya.

В заявлении талибов говорится, что в Кабуле не ведется боевых действий, боевики «установили контроль над всем Афганистаном».

Боевики зашли в аэропорт Кабула. Канал со ссылкой на афганского чиновника сообщает, что они захватили авиабазу Баграм к северу от столицы, в том числе тюрьму, которая расположена на ее территории. Там находятся около 5 тыс. заключенных. Сами талибы утверждают, что освобождают их.

Al Arabiya также передает со ссылкой на заявление талибов, что иностранцы могут беспрепятственно покинуть Кабул. Тем из них, кто решит остаться в афганской столице, нужно зарегистрироваться у представителей движения.

Днем 15 августа представители «Талибана» вошли в Кабул и начали переговоры с властями Афганистана о передаче власти. В МВД страны заявили, что смена власти пройдет мирно и боевики не будут нападать на город. По данным Al Arabiya, президент Афганистана Ашраф Гани объявит об отставке в ближайшие часы. После этого будет сформировано временное правительство, как сообщает Khaama Press, его возглавит бывший министр внутренних дел Афганистана Ахмад Джалали.

Ситуация в Афганистане обострилась в связи с выводом из республики международных вооруженных сил. На этом фоне «Талибан» пошел в наступление и начал отбивать территории у властей страны. Государства начали закрывать свои посольства и консульства на территории Афганистана и эвакуировать дипломатических сотрудников. Россия пока не собирается вывозить своих дипломатов, сообщили в МИД. Представители талибов заявили, что им гарантирована безопасность

#РБК #рбк_новости #rbc #новости"
165,14/08/2021,160,11691,"14 августа 2013 года для устройств на платформе iOS был представлен первый клиент Telegram. С тех пор мессенджер плотно проник в нашу жизнь, но многие до сих пор не знают о его дополнительных возможностях.
⠀
Рассказываем о девяти неочевидных фишках Telegram, которые сделают его использование еще удобнее и эффективнее"
166,14/08/2021,677,22371,Создатель розничной сети «Магнит» Сергей Галицкий отмечает сегодня День рождения. Собрали яркие высказывания бизнесмена
167,13/08/2021,63,1756,"— Давайте позаботимся друг о друге и сделаем прививки.
— Этот чувак шарит, ребята.
⠀
Неожиданная коллаборация «чувака с табличкой» и Джо Байдена о важности вакцинации"
168,13/08/2021,26,1974,"Как абстрактное мышление помогает в продвижении на работе, зачем решать головоломки и почему художники часто переживают — рассказываем в карточках РБК"
169,13/08/2021,1021,24232,"Приносят ли деньги счастье? Фундаментальный вопрос, который волнует не только предпринимателей. 

Вспоминаем все еще актуальные слова Андрея Трубникова из интервью РБК трехлетней давности. 

Ставьте лайк и делитесь этим видео, поддержите наш новый формат 🤝"
170,13/08/2021,359,4124,"Доля белокожего неиспаноязычного населения в США опустилась до рекордно низкого уровня за всю историю переписи. Если в 2010 году доля белокожего населения составляла 63,7%, то в 2020 году она снизилась до 57,8%.
⠀
Напротив, группа людей, идентифицирующих себя как латиноамериканцы, выросла на 23% за десять лет, до 18,7%. В итоге они составляют вторую по объему группу в составе населения США. Еще 12,4% — чернокожие, 6% — азиаты.
⠀
При этом белые остаются наиболее многочисленной группой в США, кроме нескольких штатов. Белые неиспаноязычные жители США не являются доминирующей группой на Гавайях, в Нью-Мексико, Калифорнии и округе Колумбия
⠀
#РБК #рбк_новости #rbc #новости"
171,12/08/2021,39,3041,"Люди считают преимуществом способность делать все идеально, но иногда это превращается в навязчивое состояние, и тогда мало не покажется ни самому перфекционисту, ни работодателю. Пять способов примирить себя с неидеальной действительностью и обратить нездоровый перфекционизм в полезный — в карточках РБК Pro"
172,12/08/2021,149,12829,"Стадо диких слонов из провинции Китая, за которыми больше года наблюдает весь мир, возвращается домой.

За время своего путешествия слоны смогли нанести ущерб сельскохозяйственным угодьям и имуществу граждан в размере 6,8 млн юаней ($1,1 млн). Эти животные в Китае находятся под государственной защитой, всего в провинции насчитывают около 300 слонов.

В стаде, которое более года назад покинуло заповедник, где раньше обитали животные, — шесть взрослых самок, три взрослых самца, три слона-подростка и три слоненка, два из которых родились уже после начала миграции.

#РБК #рбк_новости #rbc #новости"
173,12/08/2021,361,13647,"Сервис «Яндекс.Карты» проанализировал названия около 160 тыс. населенных пунктов, расположенных на территории России, из которых только у трети оказалось исключительное название, говорится в исследовании компании (есть в распоряжении у РБК).

По данным сервиса, большая часть населенных пунктов в стране — деревни (57%). На села и сельские поселения приходится 19 и 17% соответственно. На города и поселки городского типа — менее 1,5%.

В различных районах страны распространены особые типы поселений. На юге страны это станицы, на Северном Кавказе — аулы, а в Южной Сибири — аалы. А еще в Дагестане есть кутаны, в Бурятии — улусы, а в Поволжье и Удмуртии — починки и выселки.

В России встречается около 82 тыс. различных наименований населенных пунктов. Самые распространенные — Александровка (их в России 333), Ивановка (280) и Михайловка (272). Около 65 тыс. наименований встречаются на карте по одному разу.

Ученый «Яндекса», заведующий сектором Института русского языка им. Виноградова Борис Иомдин, комментируя результаты исследования «Яндекс.Карты», заявил, что большинство необычных названий населенных пунктов никак не связано с тем, с чем многие могут их ассоциировать. «Даже то, что кажется понятным, вообще говоря, может быть неправильно понимаемым. Скажем, есть такой поселок — Юг, и хочется думать, что он находится где-то на юге, а вовсе нет. Дело в том, что слово «юг» здесь восходит к финно-угорскому слову со значением река. <...> Но есть и совсем такие кажущиеся понятными слова в названиях, но они вовсе не то, о чем можно было подумать», — рассказал лингвист, приведя в пример Большие Носки (на самом деле означает мыс), Бахилы (в некоторых диалектах так называют рыбаков), Большие Коты (означает путь)."
174,11/08/2021,149,2115,"Разлив нефти, который произошел 7 августа в результате залпового выброса с греческого танкера под Новороссийском, может быть больше в 400 тыс. раз, подсчитали ученые Института космических исследований и Института океанологии РАН.

Они проанализировали радиолокационный снимок со спутника Sentinel-1 акватории, где произошел разлив. Снимок был сделан 8 августа в 18:20 по местному времени. По данным ученых, площадь нефтяного загрязнения составила на момент съемки почти 80 кв. км, тогда как Каспийский трубопроводный консорциум (КТК) оценивал ее в 200 кв. м.

Выброс сырой нефти с танкера Minerva Symphony произошел во время погрузки на выносном причале терминала КТК около поселка Южная Озереевка. Первоначальную оценку площади загрязнения — 200 кв. м — через два дня подтвердили в КТК, уточнив, что объем вылившейся нефти составил 12 куб. м.

«Причиной инцидента послужило разрушение внутренней полости гидрокомпенсатора, являющегося составной частью ВПУ (выносного причального устройства. — РБК)», — заявили в консорциуме.

В своем сообщении от 9 августа консорциум уточнил, что разлив произошел в 16:49 мск, а к 22:42 он был локализован. В том же релизе КТК сообщил, что ликвидация разлива нефти завершена. Для этого привлекались 17 аварийно-спасательных судов, выставлялись боновые заграждения, были задействованы четыре нефтесборные системы и емкости для сбора нефти.

#РБК #рбк_новости #rbc #новости"
175,11/08/2021,218,2589,"Китайская технологическая компания Xiaomi представила нового четвероногого робота-компаньона CyberDog.

По информации интернет-журнала The Verge со ссылкой на релиз компании, вес робота составляет 3 кг, он будет способен развивать скорость до 12 км/ч, а также выполнять сальто назад. Кроме этого, CyberDog оснастят камерами, сенсорными датчиками, модулем GPS и широкоугольным объективом «рыбий глаз». Робота создают на платформе искусственного интеллекта Jetson Xavier американской компании Nvidia.

«CyberDog может анализировать свое окружение в режиме реального времени, создавать навигационные карты, определять место назначения и избегать препятствий. В сочетании с отслеживанием осанки человека и распознаванием лиц CyberDog может следовать за своим владельцем и преодолевать препятствия», — сообщили в Xiaomi.

Там также уточнили, что изначально будет выпущено не более 1 тыс. экземпляров для «поклонников Xiaomi, инженеров и энтузиастов робототехники». Стоимость оценивается в $1540, или 113 тыс. руб.

#РБК #рбк_новости #rbc #новости #Xiaomi"
176,11/08/2021,79,7195,🍎💥
177,10/08/2021,54,1175,"Мы активно работаем, чтобы делать РБК Pro полезным сервисом для тех, кто каждый день хочет становиться лучше, зарабатывать больше денег, строить бизнес или делать успехи в карьере. Сегодня мы расширили наши разделы. Помимо основного раздела с лекциями профессоров MBA, вебинарами и экспертным контентом по десяти тематикам мы создали еще два.
⠀
1. «Инвестиции» — для всех, кто интересуется инвестициями и хочет разобраться, как и во что вкладывать деньги. Регулярные обзоры акций, рассылки с главными инвестиционными новостями за неделю и специализированные переводы Bloomberg и The Economist позволят экономить время на мониторинге разных источников и принимать взвешенные инвестиционные решения.
⠀
2. «Библиотека» — для тех, кто много читает и привык вдохновляться книгами. Здесь собраны бестселлеры о бизнесе, финансах, карьере, личной эффективности и профессиональных навыках в кратком изложении — чтение занимает не более 20 минут.
⠀
Переходите по ссылке в описании профиля и знакомьтесь с новыми возможностями РБК Pro."
178,10/08/2021,236,3577,"Смог от лесных пожаров в Якутии и Иркутской области окутал столицу Бурятии Улан-Удэ. Местное управление Роспотребнадзора сообщило о превышении допустимого уровня концентрации продуктов горения в воздухе.

Президент Владимир Путин поручил правительству Якутии разработать предложения, как увеличить меры поддержки для пострадавших от лесных пожаров в регионе, сообщает пресс-служба Кремля.

В республике пожары в лесах тушат с середины июля, тогда они уже распространились на площади 666 га. Причиной возгорания стала жаркая и сухая погода.

По последним данным МЧС, в регионе активны 178 природных пожаров, за последние сутки ликвидировано семь возгораний на площади более 253 тыс. га. Тушением пожаров занимаются свыше 4,2 тыс. человек и 655 единиц техники, в ликвидации возгораний участвует авиация Минобороны. «Авиалесохрана» сообщила, что в общем пожары в Якутии выжгли леса на площади в 1,47 млн га.

В Якутии 23 июля был введен режим ЧС регионального характера в лесах из-за пожароопасной ситуации, с 8 августа в регионе ввели режим ЧС регионального масштаба из-за перехода лесных пожаров на территории сел и объектов экономики.

По подсчетам МЧС, по данным на 27 июля, лесные пожары в Якутии нанесли ущерб на сумму 1 млрд руб.

#РБК #рбк_новости #rbc #новости"
179,10/08/2021,49,5403,"«Новый бриллиант в Париже». Так французский ПСЖ анонсировал скорый переход Лионеля Месси в команду.
Пару часов назад бывший игрок «Барселоны» приземлился в Париже. Официальных сообщений о переходе Месси в ПСЖ пока нет."
180,10/08/2021,121,2375,"В Греции уже неделю не утихают лесные пожары. Огонь вплотную подбирался к Афинам, пожары охватили второй по величине остров Греции Эвбею. Как страна борется с бедствием — в фоторепортаже РБК

#РБК #рбк_новости #rbc #новости #фоторепортаж"
181,10/08/2021,69,1189,"Руслан Максудов, до этого строивший свою карьеру в банках и телекоме, возглавил «Татспиртпром» накануне начала пандемии, в январе 2020-го. В интервью РБК Максудов рассказал о том, какой алкоголь хотят пить россияне, как госрегулирование влияет на отрасль и успешна ли онлайн-торговля алкоголем в других странах. Главное из интервью ― в карточках РБК"
182,09/08/2021,375,4522,"Согласно данным Forbes, за всю жизнь 25 самых щедрых миллиардеров пожертвовали $149 млрд — это в девять раз больше, чем ВВП Мозамбика за 2019 год. По данным Wealth-X, с января по октябрь 2020 года ультрабогатое население отдало или пообещало отдать более $7,4 млрд только на борьбу с COVID-19 и социальные цели.

Разбираемся, куда жертвуют деньги 7 самых богатых людей мира ― в карточках РБК Трендов

#РБК #рбк_новости #rbc #новости #статья #Forbes"
183,09/08/2021,83,2406,"Грета Тунберг снялась для первого номера Vogue Scandinavia вместе со своей лошадью по кличке Стренгур. Авторы журнала назвали Тунберг «голосом поколения» и самой узнаваемой активисткой последних лет.
⠀
«Каждый день обо мне появляется как минимум одна новая теория заговора. В один момент я американский шпион, в другой — российский агент, потом — коммунист, а затем — крайний капиталист. В один момент меня контролируют родители и я не могу мыслить самостоятельно, в другой — я злой манипулятивный маленький ребенок. Эти теории не совпадают, и это в них самое забавное», — говорит Грета в интервью"
184,08/08/2021,207,7143,"Дедушка-скейтбордист, тараканы-монстры, суровый обед машинистов и действующее движение «Отряды Путина». Новости недели без экономики и политики ― в карточках РБК

#РБК #рбк_новости #rbc #новости"
185,08/08/2021,419,16286,"Аргентинский нападающий Лионель Месси не смог сдержать слезы во время пресс-конференции, посвященной его уходу из клуба, за который он выступал с 2004 года.

Срок действия контракта игрока с клубом завершился 1 июля. 5 августа в клубе сообщили, что соглашение не будет продлено. В команде сообщали, что стороны достигли соглашения, однако не смогли подписать его из-за ограничений со стороны лиги."
186,08/08/2021,68,4617,🐱
187,07/08/2021,59,1990,"Корпоративный психотерапевт Ольга Лукина создала клиническую классификацию деструктивных лидеров. Как невротические личности реагируют на чрезвычайные ситуации, где родители деструктивных лидеров допустили серьезные ошибки и что делать, если вы узнали себя на одной из этих карточек — читайте в материале РБК Pro. Ссылка в шапке профиля"
188,07/08/2021,167,2004,"Власти Литвы готовы платить нелегальным мигрантам €300 за возвращение на родину. Деньги будут выдавать в аэропорту, перед вылетом. Получить выплату можно будет только один раз.
⠀
В июле Литва объявила о миграционном кризисе в стране, обвинив в этом белорусские власти. Согласно данным премьер-министра Литвы Ингриды Шимоните, в 2021 году количество незаконных переходов через белорусско-литовскую границу выросло в сотни раз по сравнению с предыдущими годами: по состоянию на 1 июля 1672 человека, в основном называющие себя иракцами, попытались нелегально попасть в страну. Более 1000 были задержаны. В прошлом году за подобное нарушение были задержаны всего 82 человека, в 2019-м — 46, в 2018-м — 194, в 2017-м — 72"
189,07/08/2021,88,3382,"Новые Volvo, сброшенные с 30-метровой высоты, разбитый вдребезги спорткар за 2,1 млн долларов, испытания для спорткара из Lego. @autonews.ru собрали самые необычные и экстремальные краш-тесты недавнего времени

UPD: на шестом слайде опечатка. Правильно — 700 кг. Спасибо всем внимательным подписчикам! Теперь можно начинать обсуждать краш-тесты"
190,06/08/2021,194,7227,"Помните фото вяжущего спортсмена на Олимпийских играх в Токио? 

Это олимпийский чемпион по прыжкам в воду Том Дейли из Великобритании. И, кажется, стало понятно, над чем он трудился все это время. Спортсмен связал памятный кардиган. Только посмотрите на него. 

«Я хотел сделать что-то, что напоминало бы мне об Олимпийский играх», — сказал Том в своем аккаунте в инстаграм."
191,06/08/2021,95,4405,"🍝 Дизайнер подчеркивает, что сумки не имеют ничего общего с самим брендом Barilla"
192,05/08/2021,60,3772,"Надеть на голову маску и потребовать деньги — слишком легко. Организаторы этих ограблений решили подойти к делу более творчески. @rbc.style собрали лучшие истории оригинальных ограблений, которые захватывают не меньше, чем сюжет сериалов Netflix

#РБК #рбк_новости #rbc #новости #статья"
193,05/08/2021,1748,8343,"Столицу России нужно перенести в Сибирь, кроме того, здесь следует построить пять новых городов с населением до миллиона человек, заявил на встрече с научной общественностью Сибирского отделения РАН министр обороны России Сергей Шойгу.

По словам министра, в Сибири надо построить три, а лучше пять крупных научно-промышленных, экономических центров с населением, как минимум, 300–500 тыс. человек.

Как передает «Коммерсантъ», Шойгу выразил сожаление, что в современной России нельзя реализовать такие крупные советские проекты, как строительство Комсомольска-на-Амуре, Красноярской и Саяно-Шушенской ГЭС, Байкало-Амурской магистрали. «Вспомните, как искренне люди ехали на все эти стройки», — отметил министр

#РБК #рбк_новости #rbc #новости"
194,04/08/2021,286,4212,🐝
195,04/08/2021,126,4783,"Многие заманчивые инвестиционные предложения — на самом деле опасная игра, в которой можно лишиться всего. Вот пять худших вещей, которые вы можете сделать со своими деньгами
#РБК #rbc #инвестиции"
196,04/08/2021,93,2802,"Новости под заголовком «Британцы раскритиковали Меган Маркл» появляются едва ли не каждую неделю. В день 40-летия опальной герцогини @rbc.style рассказывает о самых громких (и зачастую абсурдных) обвинениях в ее адрес ― читайте в карточках

#РБК #рбк_новости #rbc #новости #статья"
197,04/08/2021,279,4310,"После повышения ключевой ставки Банка России стоит попрощаться с надеждой на повышение доходов населения и модернизацию промышленности, предупредил миллиардер Олег Дерипаска в своем Telegram-канале.

23 июля Центробанк повысил ключевую ставку на 1 п.п., до 6,5%. Такой рост стал самым резким с декабря 2014 года, когда регулятор на фоне роста девальвационных и инфляционных рисков повысил ставку с 10,5 до 17%. Такое повышение ставки сопровождается ускорением инфляции: в июне она достигла 6,5% после 6% в мае, а по состоянию на 19 июля сохранилась на том же уровне.

Таргет Банка России по инфляции — 4%. В июне инфляция продолжила ускоряться: рост цен достиг 6,5% и обновил максимальное значение с лета 2016 года. По прогнозам регулятора, к уровням 4–4,5% рост цен может вернуться только в 2022 году

#РБК #рбк_новости #rbc #новости  #цитата #ОлегДерипаска"
198,03/08/2021,257,8337,"UPD: Дизайнера проекта Метро 2030 зовут Константин. Приносим извинения за ошибку, наш смм-редактор уже покаялся и ужасно грустит.

Появилась схема московского метро, которая показывает транспортную систему через десять лет. В городе заработают три новых диаметра D3, D4 и D5, откроются две сквозные радиальные линии №13 и №14 и замкнётся Большая кольцевая линия №11. Дизайнер Константин Коновалов также показал, как выглядели схемы метро, начиная с 1957 года"
199,03/08/2021,1283,3731,"Главврач больницы № 40 в Коммунарке Денис Проценко в интервью РБК поделился мнением об ограничительных мерах в Москве, объяснил, зачем идет в Госдуму, назвал признаки «длинного COVID» и сказал, что думает об антипрививочниках. Главное из интервью ― в карточках РБК

#РБК #рбк_новости #rbc #новости #интервью"
