,date,comments,likes,text
74,19/09/2021,333,3685,"Дмитрий Песков выиграл 10 тыс. призовых баллов в программе «Миллион призов» на выборах в Москве. Позже глава общественного штаба по наблюдению за выборами Алексей Венедиктов сообщил, что тоже стал победителем розыгрыша.
⠀
Венедиктов рассказал, что они с Песковым решили направить выигранные баллы на благотворительность.
⠀
Всего же среди участников электронного голосования в Москве будут разыграны 21 однокомнатная квартира, а также 100 автомобилей и денежные сертификаты, которые можно будет потратить в крупных торговых, аптечных и ресторанных сетях
⠀
#РБК #рбк_новости #rbc #новости"
75,18/09/2021,58,5850,"📚 Уоррен Баффет посвящает 80% своего свободного времени чтению. РБК Тренды поделились списком любимых книг миллиардера, легенды фондового рынка и главного инвестиционного гуру в мире 

#РБК #рбк_новости #rbc"
76,18/09/2021,181,4559,"Рейтинг богатейших семей мира по версии Bloomberg возглавила семья Уолтон, которой принадлежит крупнейшая в мире сеть оптовой и розничной торговли Walmart.

Всего в рейтинг вошли 25 семей. В их числе — семья Альбрехт, которой принадлежит немецкая сеть магазинов-дискаунтеров Aldi ($51 млрд), владельцы бренда косметики Estee Lauder ($49,3 млрд), семья Мюлье, владеющая французским торговым гигантом Auchan ($45,9 млрд), семья владельцев BMW Квандт ($42,3 млрд).

По данным Bloomberg, совокупное состояние богатейших 25 семей мира составляет $1,7 трлн, что на 22% больше, чем годом ранее

#РБК #рбк_новости #rbc #новости #Bloomberg #рейтинг"
77,18/09/2021,139,3529,"Основатель TCS Group Олег Тиньков договорился с с Минюстом США об урегулировании налоговых претензий, следует из материалов, направленных в суд Калифорнии.

«Стороны достигли соглашения урегулировать эти претензии», — указано в документах, которые представители Минюста и Тинькова направили в суд. В этом деле отсрочка заключения мирового соглашения могла бы нанести ущерб интересам американского правосудия, отмечается в документе.

Соглашение и его условия будут обсуждаться позднее в ходе судебного заседания, которое планируется провести в режиме видеоконференции. Оно вступит в силу после утверждения судом. В феврале 2020 года TCS Group сообщила, что Налоговая служба США инициировала судебные слушания в отношении Олега Тинькова. Это касалось периода с 28 октября 2013 года по 26 сентября 2019 года, когда основатель Тинькофф Банка, по версии налоговиков, подписал налоговую декларацию, которая «занизила его доход и состояние в 2013 году.

Подробнее о том, как работают соглашения с налоговой в США и где Тиньков возьмет деньги на возможный штраф, читайте по ссылке в шапке профиля

#РБК #рбк_новости #rbc #новости"
78,18/09/2021,242,6593,"Изменение политики Apple и Google неизбежно скажется и на Telegram, так как они, будучи создателями двух главных мобильных операционных систем, находятся на вершине «пищевой цепи» распространения информации и могут диктовать правила игры разработчикам вроде Telegram, убежден Павел Дуров. 
Он рассказал, что в этом году обе корпорации уже обращались к руководству Telegram с требованием удалить публично доступную информацию в соответствии с законами отдельных стран под угрозой исключения Telegram из каталогов приложений Google Play и App Store.

Также Павел Дуров решил ограничить предвыборных ботов в Telegram. Он объяснил это тем, что Telegram уважает практику запрета агитации в ходе выборов. 

#РБК #рбк_новости #rbc #новости"
79,17/09/2021,151,11181,"Международная федерация гимнастики (FIG) назвала элемент в честь российского чемпиона Олимпиады в Токио Никиты Нагорного. Об этом сообщается на сайте организации.

В честь российского спортсмена назвали тройное сальто назад согнувшись. Элементу присвоили высшую степень сложности.

Помимо российского спортсмена FIG назвала элементы в честь испанца Райдерлея Сапаты, американца Броуди Мэлоуна и француза Самира Аит Саида.

На Олимпиаде в Токио Никита Нагорный в составе сборной России выиграл золотые медали в командных соревнованиях. За команду также выступали Денис Аблязин, Артур Далалоян и Давид Белявский.

В индивидуальных соревнованиях Нагорный выиграл бронзовые медали в многоборье и в упражнениях на перекладине.

#РБК #рбк_новости #rbc #новости"
80,17/09/2021,283,6203,"Памятник «Подвигу медицинских работников в борьбе с COVID-19» открыли в Москве. Он расположен на территории Сеченовского университета. Скульптура изображает медиков в защитных масках, за спиной у них — земной шар. На памятнике также изображены частицы коронавируса

Скульптурная композиция выполнена из бронзы. Автор — народный художник России, академик Российской академии художеств Салават Щербаков. Среди его недавних работ — памятник князю Владимиру на Боровицкой площади и памятник конструктору Михаилу Калашникову в Оружейном переулке

#РБК #рбк_новости #rbc #новости"
81,17/09/2021,93,4128,"Стало известно, когда россияне будут отдыхать в 2022 году. В новогодние праздники нас ждет 10 дней отдыха, на майских выходные ожидаются с 30 апреля по 3 мая, а затем с 7 по 10 мая. Какие еще дни стали выходными — в инфографике РБК.

UPD: 5 марта 2022 года будет рабочим днем, выходной перенесут на понедельник"
82,17/09/2021,78,2073,"Эльвира Набиуллина рассказала РБК, планирует ли ЦБ отказаться от доли в Московской бирже, чем осложняется борьба с мошенниками и есть ли на рынке пузырь. Полную версию интервью читайте по ссылке в шапке профиля"
83,16/09/2021,50,2130,"Спасение детеныша косатки, новые правила въезда в Турцию и первый за 17 лет случай столбняка. Рассказываем о самых интересных событиях этого дня"
84,16/09/2021,78,4563,"Стереотипный образ успешного руководителя крупной компании — заядлый трудоголик, который работает без отпуска и перерывов на еду и сон. Вот что думают такие бизнес-гуру как Тим Кук, Джефф Безос и Ричард Брэнсон о здоровом сне, идеальном рабочем ритме и гуманном отношении к сотрудникам"
85,15/09/2021,19,3500,"Международный конкурс аэрофотографии Drone Photo Awards 2021 объявил победителей этого года.
⠀
Конкурс является проектом Siena Awards, посвященный новому жанру фотографии — снимкам с летательных аппаратов. Участники могут прислать фотокарточки, сделанные с самолетов, вертолетов, беспилотников, воздушных шаров, дирижаблей, воздушных змеев и даже парашютов"
86,15/09/2021,510,4552,"Владимир Путин в качестве президента России так же эффективен, как вакцина от коронавирусной инфекции «Спутник V». Об этом заявил журналистам его пресс-секретарь Дмитрий Песков, отвечая на вопрос о самочувствии президента.
⠀
14 сентября Путин ушел на самоизоляцию из-за случаев COVID-19 в его окружении. Президент будет участвовать в нескольких мероприятиях ОДКБ и Шанхайской организации сотрудничества в режиме видеоконференции, а не лично, как это планировалось ранее. Путин при этом совершенно здоров, его ПЦР-тесты отрицательные, говорил ранее Песков.
⠀
Позднее Путин объяснил, что в течение целого дня близко общался с человеком, который заболел COVID-19. «Он ревакцинировался, судя по всему, поздновато», — предположил Путин"
87,15/09/2021,40,6733,✒📚
88,14/09/2021,140,5286,"Новые айфоны с уменьшенной «челкой», а также обновленные планшеты и часы. Главное с презентации Apple"
89,14/09/2021,72,5863,"Швед Даниэль Эк с детства увлекался программированием и музыкой, а решив однажды объединить два этих хобби, создал Spotify. Что еще нужно знать о миллиардере, который задумал бизнес для борьбы с музыкальным пиратством ― читайте в карточках РБК Трендов

#РБК #рбк_новости #rbc #статья"
90,13/09/2021,1187,5818,"На одной из станций метро в Москве в рамках эксперимента появились указатели на таджикском и узбекском языках. Нововведение заметили в районе Чертаново Южное, на станции «Лесопарковая»"
91,13/09/2021,81,3243,"Языков программирования множество, и каждый из них имеет свои задачи и область применения. Рассказываем, как выучиться на программиста с нуля и самостоятельно. А в материале по ссылке в шапке профиля вы найдете информацию о том, как правильно составить резюме и с чего начать поиск работы

💻 Также поздравляем с Днем программиста тех, кто уже получил эту профессию"
92,13/09/2021,71,7213,"13 сентября 1964 года родился сооснователь и директор по технологиям «Яндекса», создатель первой версии поисковика, автор слова Yandex, отец пятерых детей и один из организаторов реабилитационного художественного центра «Дети Марии» Илья Сегалович.
⠀
С самого основания компании Сегалович был ключевым архитектором поисковых технологий и инициатором многих продуктов компании, например голосового помощника «Алиса», беспилотного автомобиля и сервиса «Яндекс.Директ».
⠀
В 2013 году Ильи Сегаловича не стало. За год до этого у него был диагностирован рак желудка, но благодаря химиотерапии метастазы исчезли. Позже болезнь начала прогрессировать, за несколько дней до смерти врачи обнаружили у него опухоль мозга.
⠀
«Яндекс» посвятил страницу своему сооснователю, где можно оставить воспоминания об Илье Сегаловиче. Также «Яндекс» создал Фонд имени Ильи Сегаловича для поддержки образования в сфере математики и ИТ. Общая сумма грантов в 2022 году составляет 250 млн руб."
93,13/09/2021,490,3670,"Более 40% россиян хотели бы остаться в России, даже если имели бы возможность жить в любом другом месте, — об этом свидетельствуют данные опроса SuperJob. Какие еще страны опрошенные считают лучшими для жизни — в карточках РБК
⠀
#РБК #рбк_новости #rbc #новости"
94,12/09/2021,48,3759,"Согласно исследованиям российских ученых, с 1989 по 2020 год численность населения сократилась примерно в 70% городов России. Где находятся в стране «города-призраки», почему они появляются и как выглядят сейчас — в карточках РБК Трендов
⠀
#рбк #rbc #рбк_тренды"
95,11/09/2021,39,4198,"Нассим Талеб — американский экономист, публицист и доктор философии ливанского происхождения. Прежде всего Талеб известен как автор книг «Черный лебедь: под знаком непредвиденности» и «Антихрупкость». Обе работы стали мировыми бестселлерами — общий тираж превысил 10 млн копий. В своих книгах Талеб рассказывает о том, как непредсказуемые события определяют состояние экономики, а провалы приводят к успеху.

Талеб знаменит своими предсказаниями финансовых и социальных кризисов. До того как стать писателем он зарабатывал прогнозированием в другой отрасли и был успешным трейдером на бирже. В «черный понедельник», 19 октября 1987 года, когда индекс Dow Jones упал на 22,6%, Талеб заработал на торговле акциями около $40 млн.

#РБК #рбк_новости #rbc #цитаты"
96,11/09/2021,83,3184,"Хотя наука не первое столетие пытается объяснить феномен дежавю, его часто мистифицируют. Рассказываем, какие теории предлагают ученые ― в карточках РБК Трендов

#РБК #рбк_новости #rbc #статья"
97,11/09/2021,312,13870,"Борис Александров родился в 1947 году, он начал заниматься бизнесом еще в годы СССР. В начале 1990-х он начал развивать собственное производство молочной продукции. В 1995 году Александров основал компанию «Ростагроэкспорт».

Самым известным брендом, производимым его компаниями, стали глазированные сырки «Б.Ю. Александров». В 2000-х годах «Ростагроэкспорт» запустил также выпуск плавленных сыров под брендами «Дружба», «Янтарь», «Коралл» и «Шоколадный».

Александров трижды становился лауреатом премии «Предприниматель года» — за 2004, 2006, 2007 годы.

В апреле 2017 года Александров стал гостем проекта «Герои РБК»

#РБК #рбк_новости #rbc #цитаты"
98,10/09/2021,32,3821,"Если бы не Джони Айв, современный мир выглядел бы иначе: именно он создал дизайн iMac, iPhone, iPod и других знаковых продуктов Apple. Как отличить хороший редизайн от плохого, каково дружить с Джобсом и как воспринимать плагиат — читайте в карточках РБК Pro

#РБК #рбк_новости #rbc #статья"
99,10/09/2021,80,9003,"Джек Ма никогда не думал, что станет CEO, тем более — хорошим CEO. Он родился 10 сентября 1964 года в обычной китайской семье и не считает себя умным или великим. Яркие высказывания самого богатого человека Китая — в карточках РБК"
100,09/09/2021,30,2298,"Самые современные и технологичные бункеры, в которых при надобности можно переждать апокалипсис ― в карточках РБК Трендов

#РБК #рбк_новости #rbc #новости"
101,09/09/2021,71,6241,"9 сентября 1828 года родился писатель, еще при жизни признанный главой русской литературы. Лев Николаевич Толстой считал, что дневники полезно писать прежде всего для самого пишущего, в них можно быть откровенным и честным с собой. 

В честь дня рождения замечательного писателя заглянули в его автобиографические дневники

#РБК #рбк_новости #rbc #цитаты"
102,08/09/2021,227,4778,"Ровно 80 лет назад немецкие и финские войска окружили Ленинград, началась многолетняя блокада. 872 дня жители города находились под непрерывными бомбежками и артобстрелами, смертность от голода стала массовой.
⠀
Публикуем отрывки из писем и заметок тех, кто находился в Ленинграде в тяжелейшие дни блокады"
103,08/09/2021,475,5842,"Погиб глава МЧС Евгений Зиничев, сообщили в силовых структурах. Информацию о гибели Зиничева подтвердил его коллега.

Позднее МЧС официально подтвердило гибель министра.

«С прискорбием сообщаем, что при исполнении служебного долга, находясь в Норильске на межведомственных учениях по защите арктической зоны от чрезвычайных ситуаций, спасая жизнь человека, трагически погиб глава МЧС Евгений Зиничев», — говорится в сообщении пресс-службы.

Утром 8 сентября пресс-служба МЧС сообщила, что в рамках рабочего визита в Красноярский край Зиничев совместно с губернатором региона Александром Уссом проверили ход строительства новой пожарной части в Норильске.

По словам одного из источников РБК, Зиничев погиб во время ведомственной съемки, когда пытался удержать поскользнувшегося у края обрыва сотрудника съемочной группы. Съёмки были во время учений для учебного фильма МЧС, сказал он.

Сотрудник съемочной группы также погиб, говорит источник РБК.

Зиничеву было 55 лет. Он возглавлял МЧС с мая 2018 года, тогда же он вошел в состав Совета безопасности. С 1987 года Зиничев служил в КГБ СССР, после распада Советского Союза продолжил службу в Федеральной службе охраны. С 2006 по 2015 год Зиничев был личным адъютантом Путина. В июне 2015 года занял пост начальника УФСБ по Калининградской области, через год стал и.о. губернатора региона. Через два с половиной месяца он покинул пост и был назначен замдиректора ФСБ. В мае 2018 года вошел в правительство Дмитрия Медведева. На должности главы МЧС он сменил Владимира Пучкова, который ушел с поста министра на фоне пожара в кемеровском ТЦ «Зимняя вишня»

#РБК #красноярск #rbc #новости"
104,08/09/2021,165,1775,"Председатель парламента Чечни Магомед Даудов объявил конкурс на лучшее изображение главы республики Рамзана Кадырова, его отца Ахмата Кадырова и матери Аймани Кадыровой. Об этом он сообщил в Instagram.

Сообщение он сопроводил видео, на котором Кадыров сидит за накрытым столом в компании. Автор записи показывает развешанные на стенах портреты отца и матери главы Чечни и оружие, которое «потомки великих чеченцев прошлого сами передают на хранение Рамзану Ахматовичу».

По словам Даудова, конкурс объявлен «в связи с многочисленными обращениями чеченцев, проживающих за пределами нашей республики». Победители получат по 500 тыс. руб. от регионального общественного фонда им. Героя России Ахмата Кадырова.

«Без сомнения среди проживающих за границей чеченцев очень много талантливых людей, особенно среди молодежи. Конкурс призван укрепить среди них знание истории родного края и сохранить культурную связь с родиной», — написал спикер чеченского парламента в Instagram. Подать работы на конкурс можно до 5 октября.

Даудов отметил, что Ахмат Кадыров «вернул раздробленное и разрозненное чеченское общество, ставшее жертвой политических игр, к мирному, созидательному труду и возродил национальное самосознание», а сейчас его путь «достойно продолжает» сын

#РБК #чечня #кадыров #новости"
105,07/09/2021,128,5794,"Вид на жительство — это документ, который называют «золотой визой». Он дает право на долгосрочное проживание в стране тем, кто не является ее гражданином. Такой документ выдается на срок от двух до пяти лет. Как и за сколько купить ВНЖ за границей ― читайте в карточках РБК Pro

#РБК #рбк_новости #rbc #статья"
106,07/09/2021,19,697,"Более 300 делегаций компаний зарегистрировались на TNF 2021, который пройдет 14-16 сентября. Традиционно ожидаются «Газпром нефть», «Лукойл», «Сургутнефтегаз», ПАО «НОВАТЭК», ТИУ, ТюмГУ, «Цифра», Концерн ВКО «Алмаз - Антей». Впервые присоединятся к форуму Газпромбанк, Промсвязьбанк, ГК Astra Linux, Huawei, ПАО «ЯТЭК», группа компаний ВТС, «ГринЭко Инвест», «Лаборатория Касперского», «Транснефть».
⠀
Благодаря ослаблению ковидных ограничений, в этом году увеличились возможности очного присутствия зарубежных гостей. Участники из Казахстана поделятся технологическими разработками в нефтегазовой отрасли в рамках экспозиции в отстроенном Выставочном павильоне. Выставку посетит делегация Франко-российской Торгово-промышленной палаты (CCI France Russie) в составе 6 международных компаний из сфер энергетики и строительства."
107,06/09/2021,64,7988,"Собрали высказывания Жан-Поля Бельмондо о жизни и мотивации.
⠀
Актер умер в возрасте 88 лет. Его адвокат не уточнил причину смерти, указав, что она наступила «мирно». В 2001 году Бельмондо перенес инсульт.
⠀
Большим прорывом актера стала роль Мишеля Пуакара в фильме «На последнем дыхании» Жана-Люка Годара. Позже он снялся в еще одном фильме Годара «Женщина есть женщина». В фильме «Стависки» Бельмондо сыграл роль российского эмигранта и авантюриста. Актер также известен своими ролями в фильмах «Профессионал», «Чочара» (сыграл вместе с Софи Лорен), «Великолепный», «Отверженные», «Борсалино» и другие."
108,06/09/2021,463,10462,"Легендарный французский актер Жан-Поль Бельмондо умер в возрасте 88 лет. Зрителям он был прежде всего известен по ролям в фильмах «Профессионал», «На последнем дыхании», «Вор», «Авантюристы» и других"
109,06/09/2021,173,2725,"В 2020 году средний размер пенсии россиян составлял почти ₽15 тыс. На эти деньги можно позволить себе лишь самый минимум. Даже если в будущем пенсия будет продолжать повышаться, цены тоже не стоят на месте. Чтобы не бедствовать в старости, о доходах лучше позаботиться заранее"
110,05/09/2021,880,5519,"Привычная установка «Будь настоящим мужчиной» может пагубно повлиять и на самих мужчин, и на общество в целом. Что такое токсичная маскулинность и почему ее называют причиной абьюза, самоубийств и войн ― читайте в карточках РБК Трендов

#РБК #рбк_новости #статья #rbc"
111,04/09/2021,236,13992,"Павел Дуров поделился мыслями о том, как оставаться творческим и продуктивным. Основатель Telegram советует очистить свою жизнь от нерелевантного контента, который нам поставляют «алгоритмы рекомендаций». 

«Если мы хотим вернуть себе творческую свободу, мы должны сначала вернуть себе контроль над своим разумом», — считает Дуров"
112,04/09/2021,61,2344,"Люди часто ассоциируют себя со своей работой. А при ее потере человеку бывает трудно вновь обрести себя. Вот несколько советов эксперта, которые помогут пережить тяжелый период в карьере"
113,03/09/2021,114,13212,"Жюри конкурса рассмотрело более 7000 заявок, но в финал попали лишь 42 работы. Победителей объявят на церемонии награждения 22 октября. Самые забавные снимки финалистов Comedy Wildlife Photography Awards — в подборке РБК"
114,03/09/2021,201,2710,"Так выглядит спецназ «Талибана» (террористическая организация, запрещена на территории России).
⠀
О существовании спецназа талибов официально стало известно в 2016 году. «Кровавый отряд» обвиняли в нападениях и диверсиях, нередко они становились смертниками при нападениях на блокпосты.
⠀
Западные эксперты предполагают, что на фотографиях может быть подразделение «Бадри 313», которое было названо в честь первой крупной победы мусульман еще во времена пророка Мухаммеда. По легенде 313 воинов тогда победили превосходящий их по численности отряд.
⠀
Предполагается, что часть оружия была захвачена после занятия талибами Кабула, где находились оставленные американцами склады"
115,03/09/2021,377,10613,"17 лет назад произошел один из самых страшных терактов в истории России. 

1 сентября 2004 года террористами была захвачена средняя школа №1 в городе Беслан. Нападение на школу произошло утром, в ходе торжественной линейки в честь начала учебного года. На тот момент в здании находились более 1100 человек, большая часть из которых — дети. 

На третий день после захвата школы федеральные силы приняли решение штурмовать здание. Операция по ликвидации террористов завершилась в ночь на 4 сентября. 

По официальным данным, жертвами событий в Беслане стали 334 человека, в том числе 186 детей."
116,02/09/2021,140,6886,3 сентября 1875 года родился один из самых выдающихся автомобильных конструкторов XX столетия Фердинанд Порше
117,02/09/2021,504,4570,В Вашингтоне прошла встреча Владимира Зеленского и Джо Байдена. Главные итоги переговоров — в карточках РБК
118,02/09/2021,237,5447,"Ополченцы, защищающие Панджшерское ущелье Афганистана от талибов*, прислали РБК видео со своих позиций. Панджшер — единственная провинция страны, не сдавшаяся боевикам.
 
Ролик они смонтировали под саундтрек из «Игры престолов», получилось очень эпично.

*запрещенная в России террористическая организация."
119,02/09/2021,262,7328,"По подсчетам Минприроды, 11 объектов животного мира в России считаются вероятно исчезнувшими. Речь, в частности, идет об атлантическом осетре, аборигенной популяции балтийского осетра, красноногом ибисе, чернобрюхом глухаре, овсянке Янковского, тюлене-монахе, кулане и лошади Пржевальского. 

По данным Минприроды, с территории России только за последние 400 лет исчезло девять видов и подвидов животных, среди которых тур, степной тарпан и морская корова. Еще 443 объекта животного мира и 676 видов растений включены в Красную книгу.

#РБК #рбк_новости #rbc #новости"
120,01/09/2021,61,3084,"Умение делегировать — важное качество лидера. Но один из самых успешных российских рестораторов за рубежом Михаил Зельман приверженец другой тактики. 

🤔 Как вы считаете, каким должен быть руководитель — хорошим управленцем или непосредственным участником процесса?

Михаил Зельман в 2012 году уехал жить в Лондон и через пару лет продал свою долю в холдинге «Арпиком», в который входили рестораны Goodman, «Филимонова и Янкель» и «Колбасофф». В Великобритании он основал холдинг Global Craftsmen Group, в который входят около 20 заведений в восьми странах мира."
121,01/09/2021,265,3863,"При проверке документов сотрудниками ГИБДД некоторые водители решают проявить юридическую подкованность или пошутить. Что раздражает инспекторов и каких фраз лучше избегать, чтобы уехать без проблем, нашим коллегам из @autonews.ru анонимно рассказали сами полицейские"
122,31/08/2021,290,9924,"Футуролог, писатель и изобретатель Рэй Курцвейл стал известен благодаря своим успешным прогнозам — он сделал около 150 предсказаний, 86% из которых оказались верными. Все, что нужно знать об одном из главных инженеров современности, — в карточках РБК Трендов
⠀
#рбк #rbc #рбк_тренды"
123,31/08/2021,27,1815,"Если вы планируете стать инвестором, не торопитесь сразу открывать брокерский счет. К инвестициям нужно подготовиться. Читайте пошаговый план действий от @rbc_investments"
124,30/08/2021,101,3932,"Американская компания McDonald's Corporation, владеющая одноименной сетью быстрого питания, подала в Роспатент заявку на регистрацию товарного знака «Макдак» — сленгового названия ресторанов сети в России. 

Как следует из списка заявок на товарные знаки, в Роспатент McDonald's обратилась еще 19 августа. Тогда же компания подала заявку на товарный знак McDAK. В июне компания запатентовала товарный знак «Макдоналдс» на черном фоне и товарный знак «Макдоналдс» на полосатом коричневом фоне. В числе других запатентованных товарных знаком McDonald's в России — «БигМак», «МакФлурри», «МакКафе» и «Университет Гамбургерологии» (корпоративный образовательный центр корпорации, филиал которого открылся в Москве в 2019 году)

#РБК #рбк_новости #rbc #новости"
125,30/08/2021,253,11741,"Человечество сейчас менее свободно, чем несколько лет назад, считает Павел Дуров. В своем канале в Telegram предприниматель поделился размышлениями о том, куда ведут человечество технологии и корпорации. 

“20 лет назад у нас был децентрализованный Интернет и относительно неограниченная банковская система. Сегодня Apple и Google подвергают цензуре информацию и приложения на наших телефонах, в то время как Visa и Mastercard ограничивают количество товаров и услуг, за которые мы можем платить”, — написал Дуров. 

По словам основателя Telegram, наиболее активные и творческие умы нынешнего поколения слишком заняты работой и созданием цифрового контента, чтобы изменить это.  “Остальные, похоже, слишком отвлечены обилием дешевых цифровых развлечений, чтобы критически оценить тенденцию и принять меры”. 

#РБК #рбк_новости #rbc #цитата"
126,30/08/2021,1389,6256,"МВД пожизненно признало нежелательным и запретило въезд в Российскую Федерацию комику Идраку Мирзализаде. Он является гражданином Белоруссии.
⠀
В начале августа суд приговорил его к 10 суткам ареста по делу о возбуждении ненависти и вражды, причиной стала одна из его шуток. Мирзализаде не считал себя виноватым. «Выступление было юмористическим и было направлено в сторону высмеивания ксенофобии как раз», — заявил тогда комик
⠀
#РБК #рбк_новости #rbc #новости"
127,29/08/2021,84,3760,"Изменение климата никого не обойдет стороной, но в некоторых местах последствия будут особенно тяжелыми. О самых уязвимых городах мира, которые уже страдают от последствий потепления, — в карточках РБК"
128,29/08/2021,63,3743,"В Минске парень на самокате обхитрил сотрудников ГАИ, мальчик с обложки альбома группы Nirvana подал иск на музыкантов. Новости недели без экономики и политики ― в карточках РБК"
129,28/08/2021,71,2757,"Коллега со сложным характером — дополнительный стресс на рабочем месте. Но если проблему невыносимого «соседа по отделу» можно решить, просто ограничив контакты до минимума, то с начальником так не получится.
⠀
Если ваш босс для вас невыносим, найдите в нем элементы подходящего «антигеройского» типажа и подбирайте нужный ключик"
130,27/08/2021,68,3265,"Португальский футболист Криштиану Роналду перейдет из итальянского «Ювентуса» в «Манчестер Юнайтед». Сообщение о трансфере 36-летнего форварда опубликовано на официальном сайте английского клуба.

«Манчестер Юнайтед» рад подтвердить, что клуб достиг соглашения с «Ювентусом» о переходе Криштиану Роналду при условии согласования личных условий, получения визы и результатов медицинского обследования», — говорится в заявлении клуба.

Роналду уже выступал за «Манчестер Юнайтед» в период с 2003 по 2009 год. За это время он трижды выигрывал чемпионат Англии, становился обладателем Кубка и Суперкубка страны. Помимо этого в составе МЮ он выиграл Лигу чемпионов и клубный чемпионат мира

#РБК #рбк_новости #rbc #новости #КриштиануРоналду"
131,27/08/2021,150,1796,"В США набрал популярность травмоопасный Milk Crate Challenge, в котором участники испытания пробуют пройти по лестнице из молочных ящиков. Получается не у всех. Подробнее — в видео РБК."
132,27/08/2021,23,988,"С 14 по 16 сентября пройдет Тюменский нефтегазовый форум (TNF 2021).

На Выставке TNF 2021 рамках поддержки Года науки и технологий в России впервые будет организована открытая дискуссионная площадка, где все желающие смогут узнать о новых технологиях и трендах отрасли.

За три дня Форума участники рассмотрят различные темы:
• «Окружающая среда – энергия будущего»;
• «Люди и человеческий капитал – энергия изменений»;
• «Новые технологии в индустрии – энергия роста».
Ведущие ученые, эксперты и практики обсудят будущее ТЭК, ключевые точки роста и вызовы в индустрии.
Мероприятие пройдет в коллаборации с ТюмГУ и СИБУР при поддержке Минобрнауки РФ. Форум и лекторий планирует посетить Валерий Фальков, министр науки и высшего образования.

Посещение лекций будет открыто для всех желающих по предварительной регистрации, презентовать широкой аудитории свой проект могут любой вуз, частная компания или отдельный автор.

Подробности и регистрация на сайте: oilgasforum.ru

*партнерский пост"
133,27/08/2021,96,8634,📚💰
134,26/08/2021,438,15549,"Когда по миру прокатилась первая волна COVID-19 и десятки стран объявили локдаун, в СМИ и блогах публиковали почти апокалиптические кадры: опустевшие улицы, центральные площади, музеи и достопримечательности. По лесным дорогам свободно разгуливали олени и лоси, в города вернулись белки, а в венецианском Гранд Канале заметили дельфинов.
⠀
Что произойдет с городами, если люди на самом деле исчезнут, и почему важно об этом думать — в карточках РБК"
135,26/08/2021,266,5696,"Инженерная компания Boston Dynamics показала кадры, благодаря которым человечество пока еще может спать спокойно"
136,25/08/2021,58,2248,"При рассказе о своих слабых сторонах оставайтесь спокойным и уверенным, не извиняйтесь и не смущайтесь. Наоборот, покажите, что вы о них знаете, умеете о них говорить и понимаете, как над ними работать. Подробнее о том, как правильно ответить на вопрос о ваших слабых сторонах — в карточках РБК"
137,25/08/2021,139,2019,"Сын лидера «Северного альянса» Ахмада Шаха Масуда, лидер антиталибского сопротивления из окруженного боевиками Панджшера дал интервью РБК. Ахмад Масуд рассказал, сколько у него союзников и каким должно быть будущее Афганистана ― читайте в карточках РБК.

(«Талибан» — запрещенное в России террористическое движение)

#РБК #рбк_новости #rbc #интервью #новости"
138,25/08/2021,599,14851,"В рейтинге богатейших женщин России по версии Forbes сменился лидер.

Первое место рейтинга заняла основательница интернет-магазина Wildberries Татьяна Бакальчук. Ее состояние Forbes оценил в $13 млрд. Совокупное состояние участниц списка, по оценке издания, за год выросло с $10,7 млрд до $25,3 млрд.

#РБК #рбк_новости #rbc  #новости"
139,24/08/2021,53,3360,"Не всегда нам удается добиваться поставленных целей, но высокие достижения все равно выставляются как норма, к которой нужно стремиться. Все это нередко приводит к потере веры в себя и закономерному вопросу: «Почему у меня ничего не получается?»
⠀
Как избавиться от таких негативных установок, начать видеть ситуацию трезво и действовать рационально — в карточках @rbc.style 
⠀
#рбк #rbc #рбк_стиль"
140,24/08/2021,469,5936,"Прокуратура Красноярска проверит высказывание советника главы администрации губернатора региона Андрея Агафонова. Он назвал местных жителей «ноющей кучей дерьма» за критику спортсмена Алексея Ягудина, не заметившего смога от лесных пожаров в Красноярске. К чему приводили неоднозначные высказывания и действия чиновников — в карточках РБК

#РБК #рбк_новости #rbc #новости"
141,24/08/2021,198,2140,"Последние две недели россияне увлеченно обсуждают современное искусство — вернее, довольно гигантскую скульптуру, установленную возле открывающегося в сердце столицы дома культуры «ГЭС-2». Оживленная дискуссия давно вышла за пределы Москвы, и, кажется, абсолютно у каждого ее участника есть собственное мнение. @rbc.style поговорили с автором «Большой глины № 4», швейцарским художником Урсом Фишером и он рассказал, почему не все люди видят красоту в его творении

#РБК #рбк_новости #rbc #интервью"
142,23/08/2021,298,6349,"Ученые из Университета Вашингтона в Сент-Луисе обнаружили антитело, способное нейтрализовать различные варианты коронавируса.

Исследователи ввели в организм мышей рецептор-связывающий домен — белковый фрагмент, расположенный на шиповидных отростках «короны». Затем они выделили клетки, вырабатывающие антитела, получив 43 нейтрализующих белка. Во время опытов в чашке Петри ученые изучили способность этих антител бороться с вирусом SARS-CoV-2.

Девять из них, которые лучше всего справились с задачей, были вновь введены грызунам. Наиболее эффективными против SARS-CoV-2 оказались два нейтрализующих белка. Их ученые и протестировали против всех основных штаммов SARS-CoV-2 (альфа, бета, гамма, дельта, каппа и йота), а также других потенциально опасных вариантов. В конечном итоге одно антитело, SARS2-38, смогло нейтрализовать все штаммы

#РБК #рбк_новости #rbc #новости"
